"","Sample_ID","Core_ID","Date_collected","Area","Site","Plot_num","Plot_ID","Horizon","Depth_1_cm","Depth_2_cm","Depth_3_cm","Depth_4_cm","Average_Depth_cm","real_depth_cm","soil_bulk_density_g_cm3","volumetric_water_content_cm3_cm3","soil_material","label","date_simple","data"
"120","20210724-E-T12_O1","20210724-E-T12","24-Jul-21","acidic tundra","Transect","T12","E-T12","O1","13","13","14","13.5","13.4","13.4","not analyzed","not analyzed","organic","Plot-3-T12","Plot-3","not analyzed"
"121","20210724-E-T12_O2","20210724-E-T12","24-Jul-21","acidic tundra","Transect","T12","E-T12","O2","6","5","5","4.5","5.1","18.5","not analyzed","not analyzed","organic","Plot-3-T12","Plot-3","not analyzed"
"122","20210724-E-T13_O1","20210724-E-T13","24-Jul-21","acidic tundra","Transect","T13","E-T13","O1","7.5","8.5","8","8","8","8","not analyzed","not analyzed","organic","Plot-3-T13","Plot-3","not analyzed"
"123","20210724-E-T13_O2","20210724-E-T13","24-Jul-21","acidic tundra","Transect","T13","E-T13","O2","9","10","9","8","9","17","not analyzed","not analyzed","organic","Plot-3-T13","Plot-3","not analyzed"
"124","20210730-E-D1_O1","20210730-E-D1","30-Jul-21","acidic tundra","Dry","1","E-D1","O1","9.5","8.5","8.5","11","9.4","9.4","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"125","20210730-E-D1_O2","20210730-E-D1","30-Jul-21","acidic tundra","Dry","1","E-D1","O2","13","12.5","11.5","11","12","21.4","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"126","20210730-E-D2_O1","20210730-E-D2","30-Jul-21","acidic tundra","Dry","2","E-D2","O1","12.5","9.5","7.5","10.5","10","10","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"127","20210730-E-D2_O2","20210730-E-D2","30-Jul-21","acidic tundra","Dry","2","E-D2","O2","8","6.5","6.5","7.5","7.1","17.1","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"128","20210730-E-D3_O","20210730-E-D3","30-Jul-21","acidic tundra","Dry","3","E-D3","O","7.5","7.5","8","8.5","7.9","7.9","0.29","0.3219","organic","Plot-4-3","Plot-4","analyzed"
"129","20210730-E-D3_M","20210730-E-D3","30-Jul-21","acidic tundra","Dry","3","E-D3","M","14","13.5","13.5","12","13.3","21.2","1.4","0.336","mineral","Plot-4-3","Plot-4","analyzed"
"130","20210730-E-M1_O","20210730-E-M1","30-Jul-21","acidic tundra","Mesic","1","E-M1","O","9","8","7","9.5","8.4","8.4","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"131","20210730-E-M1_M","20210730-E-M1","30-Jul-21","acidic tundra","Mesic","1","E-M1","M","11.5","12.5","12","10.5","11.6","20","not analyzed","not analyzed","mineral","Plot-4-1","Plot-4","not analyzed"
"132","20210730-E-M2_O1","20210730-E-M2","30-Jul-21","acidic tundra","Mesic","2","E-M2","O1","12","12","11.5","12","11.9","11.9","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"133","20210730-E-M2_O2","20210730-E-M2","30-Jul-21","acidic tundra","Mesic","2","E-M2","O2","4.5","4","4","2.5","3.8","15.7","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"134","20210730-E-M2_M","20210730-E-M2","30-Jul-21","acidic tundra","Mesic","2","E-M2","M","8.5","7","7.5","8.5","7.9","23.6","not analyzed","not analyzed","mineral","Plot-4-2","Plot-4","not analyzed"
"135","20210730-E-M3_O1","20210730-E-M3","30-Jul-21","acidic tundra","Mesic","3","E-M3","O1","11.5","13.5","12","11","12","12","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"136","20210730-E-M3_O2","20210730-E-M3","30-Jul-21","acidic tundra","Mesic","3","E-M3","O2","7","5.5","6","7.5","6.5","18.5","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"137","20210730-E-H1_O1","20210730-E-H1","30-Jul-21","acidic tundra","Hydric","1","E-H1","O1","14.5","15","14","13.5","14.3","14.3","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"138","20210730-E-H1_O2","20210730-E-H1","30-Jul-21","acidic tundra","Hydric","1","E-H1","O2","3.5","4","4.5","4.5","4.1","18.4","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"139","20210730-E-H2_O1","20210730-E-H2","30-Jul-21","acidic tundra","Hydric","2","E-H2","O1","11","11.5","11.5","10","11","11","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"140","20210730-E-H2_O2","20210730-E-H2","30-Jul-21","acidic tundra","Hydric","2","E-H2","O2","9","11.5","12","11","10.9","21.9","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"141","20210730-E-H3_O1","20210730-E-H3","30-Jul-21","acidic tundra","Hydric","3","E-H3","O1","5","6.5","6","6.5","6","6","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"142","20210730-E-H3_O2","20210730-E-H3","30-Jul-21","acidic tundra","Hydric","3","E-H3","O2","5","5","5.5","4.5","5","11","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"143","20210730-E-H3_M","20210730-E-H3","30-Jul-21","acidic tundra","Hydric","3","E-H3","M","4.5","5.5","6","6","5.5","16.5","not analyzed","not analyzed","mineral","Plot-4-3","Plot-4","not analyzed"
"144","20210731-W-D1_O1","20210731-W-D1","31-Jul-21","non-acidic tundra","Dry","1","W-D1","O1","8","9","8","7.5","8.1","8.1","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"145","20210731-W-D1_O2","20210731-W-D1","31-Jul-21","non-acidic tundra","Dry","1","W-D1","O2","14","13","14.5","13.5","13.8","21.9","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"146","20210731-W-D2_O1","20210731-W-D2","31-Jul-21","non-acidic tundra","Dry","2","W-D2","O1","8.5","8.5","9","9","8.8","8.8","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"147","20210731-W-D2_O2","20210731-W-D2","31-Jul-21","non-acidic tundra","Dry","2","W-D2","O2","12","12","12.5","12.5","12.3","21.1","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"148","20210731-W-D3_O1","20210731-W-D3","31-Jul-21","non-acidic tundra","Dry","3","W-D3","O1","8.5","8.5","9","7.5","8.4","8.4","0.07","0.3052","organic","Plot-4-3","Plot-4","analyzed"
"149","20210731-W-D3_O2","20210731-W-D3","31-Jul-21","non-acidic tundra","Dry","3","W-D3","O2","13","13.5","15","13.5","13.8","22.2","0.38","0.6346","organic","Plot-4-3","Plot-4","analyzed"
"150","20210731-W-M1_O1","20210731-W-M1","31-Jul-21","non-acidic tundra","Mesic","1","W-M1","O1","5","5.5","5","5","5.1","5.1","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"151","20210731-W-M1_O2","20210731-W-M1","31-Jul-21","non-acidic tundra","Mesic","1","W-M1","O2","11","12.5","11.5","11","11.5","16.6","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"152","20210731-W-M2_O1","20210731-W-M2","31-Jul-21","non-acidic tundra","Mesic","2","W-M2","O1","10","10.5","10","10","10.1","10.1","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"153","20210731-W-M2_O2","20210731-W-M2","31-Jul-21","non-acidic tundra","Mesic","2","W-M2","O2","10.5","10.5","11","10","10.5","20.6","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"154","20210731-W-M3_O1","20210731-W-M3","31-Jul-21","non-acidic tundra","Mesic","3","W-M3","O1","7.5","8.5","9","9.5","8.6","8.6","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"155","20210731-W-M3_O2","20210731-W-M3","31-Jul-21","non-acidic tundra","Mesic","3","W-M3","O2","13","12","11","10.5","11.6","20.2","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"156","20210731-W-H1_O1","20210731-W-H1","31-Jul-21","non-acidic tundra","Hydric","1","W-H1","O1","9.5","9","9","9","9.1","9.1","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"157","20210731-W-H1_O2","20210731-W-H1","31-Jul-21","non-acidic tundra","Hydric","1","W-H1","O2","9","8","6.5","8.5","8","17.1","not analyzed","not analyzed","organic","Plot-4-1","Plot-4","not analyzed"
"158","20210731-W-H2_O1","20210731-W-H2","31-Jul-21","non-acidic tundra","Hydric","2","W-H2","O1","9.5","9","8.5","9.5","9.1","9.1","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"159","20210731-W-H2_O2","20210731-W-H2","31-Jul-21","non-acidic tundra","Hydric","2","W-H2","O2","11","9.5","11","9","10.1","19.2","not analyzed","not analyzed","organic","Plot-4-2","Plot-4","not analyzed"
"160","20210731-W-H3_O1","20210731-W-H3","31-Jul-21","non-acidic tundra","Hydric","3","W-H3","O1","8","7","8.5","9","8.1","8.1","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"161","20210731-W-H3_O2","20210731-W-H3","31-Jul-21","non-acidic tundra","Hydric","3","W-H3","O2","6","7.5","8","6","6.9","15","not analyzed","not analyzed","organic","Plot-4-3","Plot-4","not analyzed"
"162","20210807-E-D1_O1","20210807-E-D1","7-Aug-21","acidic tundra","Dry","1","E-D1","O1","9","10","10","9.5","9.6","9.6","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"163","20210807-E-D1_O2","20210807-E-D1","7-Aug-21","acidic tundra","Dry","1","E-D1","O2","8.5","7.5","9","10","8.8","18.4","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"164","20210807-E-D2_O","20210807-E-D2","7-Aug-21","acidic tundra","Dry","2","E-D2","O","7.5","7.5","7.5","7.5","7.5","7.5","0.03","0.0843","organic","Plot-5-2","Plot-5","analyzed"
"165","20210807-E-D2_M","20210807-E-D2","7-Aug-21","acidic tundra","Dry","2","E-D2","M","13.5","11","12.5","12.5","12.4","19.9","0.43","0.4257","mineral","Plot-5-2","Plot-5","analyzed"
"166","20210807-E-D3_O1","20210807-E-D3","7-Aug-21","acidic tundra","Dry","3","E-D3","O1","12","11.5","11.5","12","11.8","11.8","0.03","0.1545","organic","Plot-5-3","Plot-5","analyzed"
"167","20210807-E-D3_O2","20210807-E-D3","7-Aug-21","acidic tundra","Dry","3","E-D3","O2","7.5","7.5","8.5","9","8.1","19.9","0.33","0.5544","organic","Plot-5-3","Plot-5","analyzed"
"168","20210807-E-M1_O","20210807-E-M1","7-Aug-21","acidic tundra","Mesic","1","E-M1","O","3.5","4","3.5","3.5","3.6","3.6","0.07","0.1659","organic","Plot-5-1","Plot-5","analyzed"
"169","20210807-E-M1_M1","20210807-E-M1","7-Aug-21","acidic tundra","Mesic","1","E-M1","M1","3.5","3.5","3.5","4","3.6","7.2","0.99","0.2871","mineral","Plot-5-1","Plot-5","analyzed"
"170","20210807-E-M1_M2","20210807-E-M1","7-Aug-21","acidic tundra","Mesic","1","E-M1","M2","9","5.5","10","10","8.6","15.8","1.28","0.32","mineral","Plot-5-1","Plot-5","analyzed"
"171","20210807-E-M2_O1","20210807-E-M2","7-Aug-21","acidic tundra","Mesic","2","E-M2","O1","8.5","9.5","9.5","8.5","9","9","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"172","20210807-E-M2_O2","20210807-E-M2","7-Aug-21","acidic tundra","Mesic","2","E-M2","O2","6","6.5","5","5.5","5.8","14.8","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"173","20210807-E-M3_O","20210807-E-M3","7-Aug-21","acidic tundra","Mesic","3","E-M3","O","4.5","5.5","6","5.5","5.4","5.4","0.06","0.1962","organic","Plot-5-3","Plot-5","analyzed"
"174","20210807-E-M3_M","20210807-E-M3","7-Aug-21","acidic tundra","Mesic","3","E-M3","M","10","11","12","11.5","11.1","16.5","0.9","0.423","mineral","Plot-5-3","Plot-5","analyzed"
"175","20210807-E-H1_O1","20210807-E-H1","7-Aug-21","acidic tundra","Hydric","1","E-H1","O1","5.5","4","5","7","5.4","5.4","0.07","0.3416","organic","Plot-5-1","Plot-5","analyzed"
"176","20210807-E-H1_O2","20210807-E-H1","7-Aug-21","acidic tundra","Hydric","1","E-H1","O2","8","8.5","7.5","7","7.8","13.2","0.23","0.6279","organic","Plot-5-1","Plot-5","analyzed"
"177","20210807-E-H1_M","20210807-E-H1","7-Aug-21","acidic tundra","Hydric","1","E-H1","M","7","7","8","7","7.3","20.5","0.8","0.488","mineral","Plot-5-1","Plot-5","analyzed"
"178","20210807-E-H2_O1","20210807-E-H2","7-Aug-21","acidic tundra","Hydric","2","E-H2","O1","6","6","3.5","5.5","5.3","5.3","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"179","20210807-E-H2_O2","20210807-E-H2","7-Aug-21","acidic tundra","Hydric","2","E-H2","O2","7.5","7","7","5.5","6.8","12.1","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"180","20210807-E-H2_O 3","20210807-E-H2","7-Aug-21","acidic tundra","Hydric","2","E-H2","O3","7","9.5","10","9","8.9","21","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"181","20210807-E-H3_O1","20210807-E-H3","7-Aug-21","acidic tundra","Hydric","3","E-H3","O1","8","7","6","6.5","6.9","6.9","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"182","20210807-E-H3_O2","20210807-E-H3","7-Aug-21","acidic tundra","Hydric","3","E-H3","O2","7.5","8","9","9.5","8.5","15.4","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"183","20210807-W-D1_O1","20210807-W-D1","7-Aug-21","non-acidic tundra","Dry","1","W-D1","O1","8","8","6","7","7.3","7.3","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"184","20210807-W-D1_O2","20210807-W-D1","7-Aug-21","non-acidic tundra","Dry","1","W-D1","O2","12.5","13","13","13.5","13","20.3","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"185","20210807-W-D2_O1","20210807-W-D2","7-Aug-21","non-acidic tundra","Dry","2","W-D2","O1","9","8.5","9.5","9.5","9.1","9.1","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"186","20210807-W-D2_O2","20210807-W-D2","7-Aug-21","non-acidic tundra","Dry","2","W-D2","O2","10.5","10.5","10","10","10.3","19.4","not analyzed","not analyzed","organic","Plot-5-2","Plot-5","not analyzed"
"187","20210807-W-D3_O1","20210807-W-D3","7-Aug-21","non-acidic tundra","Dry","3","W-D3","O1","9","8.5","7.5","8.5","8.4","8.4","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"188","20210807-W-D3_O2","20210807-W-D3","7-Aug-21","non-acidic tundra","Dry","3","W-D3","O2","12.5","13","12.5","14.5","13.1","21.5","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"189","20210807-W-M1_O1","20210807-W-M1","7-Aug-21","non-acidic tundra","Mesic","1","W-M1","O1","9","11","11","9","10","10","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"190","20210807-W-M1_O2","20210807-W-M1","7-Aug-21","non-acidic tundra","Mesic","1","W-M1","O2","7","7","6.5","5","6.4","16.4","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"191","20210807-W-M2_O1","20210807-W-M2","7-Aug-21","non-acidic tundra","Mesic","2","W-M2","O1","9.5","9.5","10","9","9.5","9.5","0.06","not analyzed","organic","Plot-5-2","Plot-5","analyzed"
"192","20210807-W-M2_O2","20210807-W-M2","7-Aug-21","non-acidic tundra","Mesic","2","W-M2","O2","9.5","10.5","9","8","9.3","18.8","0.18","0.5058","organic","Plot-5-2","Plot-5","analyzed"
"193","20210807-W-M2_M","20210807-W-M2","7-Aug-21","non-acidic tundra","Mesic","2","W-M2","M","3.5","3","3","3.5","3.3","22.1","0.84","0.5124","mineral","Plot-5-2","Plot-5","analyzed"
"194","20210807-W-M3_O1","20210807-W-M3","7-Aug-21","non-acidic tundra","Mesic","3","W-M3","O1","9.5","10","9","8.5","9.3","9.3","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"195","20210807-W-M3_O2","20210807-W-M3","7-Aug-21","non-acidic tundra","Mesic","3","W-M3","O2","10","10.5","11","10","10.4","19.7","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"196","20210807-W-H1_O1","20210807-W-H1","7-Aug-21","non-acidic tundra","Hydric","1","W-H1","O1","8.5","8.5","9","8.5","8.6","8.6","0.15","0.4905","organic","Plot-5-1","Plot-5","analyzed"
"197","20210807-W-H1_O2","20210807-W-H1","7-Aug-21","non-acidic tundra","Hydric","1","W-H1","O2","8.5","9.5","7","8","8.3","16.9","not analyzed","not analyzed","organic","Plot-5-1","Plot-5","not analyzed"
"198","20210807-W-H2_O1","20210807-W-H2","7-Aug-21","non-acidic tundra","Hydric","2","W-H2","O1","9.5","10.5","12","12.5","11.1","11.1","0.18","0.4428","organic","Plot-5-2","Plot-5","analyzed"
"199","20210807-W-H2_O2","20210807-W-H2","7-Aug-21","non-acidic tundra","Hydric","2","W-H2","O2","8","9.5","9","9","8.9","20","0.15","0.5565","organic","Plot-5-2","Plot-5","analyzed"
"200","20210807-W-H3_O1","20210807-W-H3","7-Aug-21","non-acidic tundra","Hydric","3","W-H3","O1","9","10","10","10","9.8","9.8","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
"201","20210807-W-H3_O2","20210807-W-H3","7-Aug-21","non-acidic tundra","Hydric","3","W-H3","O2","8","8","8.5","8.5","8.3","18.1","not analyzed","not analyzed","organic","Plot-5-3","Plot-5","not analyzed"
