"","X","SampleID","day","month","year","Time","Area","Site","Plot","Depth_cm","date","ICP","concentration"
"623",623,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","Na_ug_mL",0.22
"624",624,"PhIr2022-80",19,"July",2022,"11:56","non-acidic tundra","Mesic",2,20,"2022-07-19","P_ug_mL",0.01
"625",625,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","Al_ug_mL",0.04
"626",626,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","Ca_ug_mL",8.28
"627",627,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","Fe_ug_mL",0.03
"628",628,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","K_ug_mL",0.06
"629",629,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","Mg_ug_mL",1.1
"630",630,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","Mn_ug_mL",0.01
"631",631,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","Na_ug_mL",0.17
"632",632,"PhIr2022-81",19,"July",2022,"12:09","non-acidic tundra","Mesic",3,0,"2022-07-19","P_ug_mL",0.005
"633",633,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","Al_ug_mL",0.98
"634",634,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","Ca_ug_mL",8.83
"635",635,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","Fe_ug_mL",0.43
"636",636,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","K_ug_mL",1.39
"637",637,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","Mg_ug_mL",1.14
"638",638,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","Mn_ug_mL",0.24
"639",639,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","Na_ug_mL",0.74
"640",640,"PhIr2022-82",19,"July",2022,"12:19","non-acidic tundra","Mesic",3,10,"2022-07-19","P_ug_mL",0.01
"641",641,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","Al_ug_mL",0.12
"642",642,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","Ca_ug_mL",7.34
"643",643,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","Fe_ug_mL",0.38
"644",644,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","K_ug_mL",0.12
"645",645,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","Mg_ug_mL",0.99
"646",646,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","Mn_ug_mL",0.96
"647",647,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","Na_ug_mL",0.18
"648",648,"PhIr2022-83",19,"July",2022,"12:27","non-acidic tundra","Mesic",3,20,"2022-07-19","P_ug_mL",0.01
"649",649,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","Al_ug_mL",0.01
"650",650,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","Ca_ug_mL",29.8
"651",651,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","Fe_ug_mL",0.24
"652",652,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","K_ug_mL",0.21
"653",653,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","Mg_ug_mL",4.19
"654",654,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","Mn_ug_mL",0.05
"655",655,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","Na_ug_mL",0.6
"656",656,"PhIr2022-84",19,"July",2022,"13:20","non-acidic tundra","Hydric",1,0,"2022-07-19","P_ug_mL",0.005
"657",657,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","Al_ug_mL",0.21
"658",658,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","Ca_ug_mL",31.8
"659",659,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","Fe_ug_mL",0.4
"660",660,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","K_ug_mL",0.27
"661",661,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","Mg_ug_mL",4.33
"662",662,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","Mn_ug_mL",0.04
"663",663,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","Na_ug_mL",0.4
"664",664,"PhIr2022-85",19,"July",2022,"13:40","non-acidic tundra","Hydric",1,10,"2022-07-19","P_ug_mL",0.005
"665",665,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","Al_ug_mL",0.08
"666",666,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","Ca_ug_mL",32.2
"667",667,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","Fe_ug_mL",1.37
"668",668,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","K_ug_mL",0.21
"669",669,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","Mg_ug_mL",4.39
"670",670,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","Mn_ug_mL",0.1
"671",671,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","Na_ug_mL",0.38
"672",672,"PhIr2022-86",19,"July",2022,"13:57","non-acidic tundra","Hydric",1,20,"2022-07-19","P_ug_mL",0.005
"673",673,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","Al_ug_mL",0.03
"674",674,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","Ca_ug_mL",11.1
"675",675,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","Fe_ug_mL",0.11
"676",676,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","K_ug_mL",0.05
"677",677,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","Mg_ug_mL",1.55
"678",678,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","Mn_ug_mL",0.01
"679",679,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","Na_ug_mL",0.21
"680",680,"PhIr2022-87",19,"July",2022,"13:26","non-acidic tundra","Hydric",2,0,"2022-07-19","P_ug_mL",0.005
"681",681,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","Al_ug_mL",0.06
"682",682,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","Ca_ug_mL",19
"683",683,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","Fe_ug_mL",0.01
"684",684,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","K_ug_mL",0.16
"685",685,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","Mg_ug_mL",2.24
"686",686,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","Mn_ug_mL",0.01
"687",687,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","Na_ug_mL",0.34
"688",688,"PhIr2022-88",19,"July",2022,"13:47","non-acidic tundra","Hydric",2,10,"2022-07-19","P_ug_mL",0.005
"689",689,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","Al_ug_mL",0.01
"690",690,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","Ca_ug_mL",18.4
"691",691,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","Fe_ug_mL",0.5
"692",692,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","K_ug_mL",0.05
"693",693,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","Mg_ug_mL",2.17
"694",694,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","Mn_ug_mL",0.04
"695",695,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","Na_ug_mL",0.25
"696",696,"PhIr2022-89",19,"July",2022,"14:05","non-acidic tundra","Hydric",2,20,"2022-07-19","P_ug_mL",0.005
"697",697,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","Al_ug_mL",0.03
"698",698,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","Ca_ug_mL",22.1
"699",699,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","Fe_ug_mL",2.73
"700",700,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","K_ug_mL",0.3
"701",701,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","Mg_ug_mL",2.56
"702",702,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","Mn_ug_mL",0.51
"703",703,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","Na_ug_mL",0.56
"704",704,"PhIr2022-90",19,"July",2022,"14:20","non-acidic tundra","Hydric",2,40,"2022-07-19","P_ug_mL",0.01
"705",705,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","Al_ug_mL",0.02
"706",706,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","Ca_ug_mL",25.9
"707",707,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","Fe_ug_mL",2.13
"708",708,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","K_ug_mL",0.09
"709",709,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","Mg_ug_mL",3.51
"710",710,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","Mn_ug_mL",0.09
"711",711,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","Na_ug_mL",0.42
"712",712,"PhIr2022-91",19,"July",2022,"13:33","non-acidic tundra","Hydric",3,0,"2022-07-19","P_ug_mL",0.005
"713",713,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","Al_ug_mL",0.01
"714",714,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","Ca_ug_mL",37.5
"715",715,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","Fe_ug_mL",1.68
"716",716,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","K_ug_mL",0.05
"717",717,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","Mg_ug_mL",4.97
"718",718,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","Mn_ug_mL",0.17
"719",719,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","Na_ug_mL",0.34
"720",720,"PhIr2022-92",19,"July",2022,"13:52","non-acidic tundra","Hydric",3,10,"2022-07-19","P_ug_mL",0.005
"721",721,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","Al_ug_mL",0.01
"722",722,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","Ca_ug_mL",39.2
"723",723,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","Fe_ug_mL",1.73
"724",724,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","K_ug_mL",0.06
"725",725,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","Mg_ug_mL",5.66
"726",726,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","Mn_ug_mL",0.12
"727",727,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","Na_ug_mL",0.58
"728",728,"PhIr2022-93",19,"July",2022,"14:09","non-acidic tundra","Hydric",3,20,"2022-07-19","P_ug_mL",0.005
"729",729,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","Al_ug_mL",0.01
"730",730,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","Ca_ug_mL",43.3
"731",731,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","Fe_ug_mL",4.2
"732",732,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","K_ug_mL",0.1
"733",733,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","Mg_ug_mL",4.16
"734",734,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","Mn_ug_mL",1.79
"735",735,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","Na_ug_mL",0.61
"736",736,"PhIr2022-94",19,"July",2022,"14:36","non-acidic tundra","Hydric",3,40,"2022-07-19","P_ug_mL",0.005
"737",737,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","Al_ug_mL",0.22
"738",738,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","Ca_ug_mL",8.33
"739",739,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","Fe_ug_mL",0.26
"740",740,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","K_ug_mL",0.46
"741",741,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","Mg_ug_mL",1.25
"742",742,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","Mn_ug_mL",0.06
"743",743,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","Na_ug_mL",0.42
"744",744,"PhIr2022-96",25,"July",2022,"10:53","acidic tundra","Dry",1,10,"2022-07-25","P_ug_mL",0.01
"745",745,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","Al_ug_mL",0.52
"746",746,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","Ca_ug_mL",4.15
"747",747,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","Fe_ug_mL",0.54
"748",748,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","K_ug_mL",0.11
"749",749,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","Mg_ug_mL",0.81
"750",750,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","Mn_ug_mL",0.02
"751",751,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","Na_ug_mL",0.19
"752",752,"PhIr2022-97",25,"July",2022,"10:50","acidic tundra","Dry",3,20,"2022-07-25","P_ug_mL",0.01
"753",753,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","Al_ug_mL",0.3
"754",754,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","Ca_ug_mL",2.68
"755",755,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","Fe_ug_mL",0.18
"756",756,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","K_ug_mL",0.35
"757",757,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","Mg_ug_mL",0.7
"758",758,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","Mn_ug_mL",0.06
"759",759,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","Na_ug_mL",0.22
"760",760,"PhIr2022-98",25,"July",2022,"12:08","acidic tundra","Mesic",1,10,"2022-07-25","P_ug_mL",0.01
"761",761,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","Al_ug_mL",0.4
"762",762,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","Ca_ug_mL",3.61
"763",763,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","Fe_ug_mL",0.55
"764",764,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","K_ug_mL",1.11
"765",765,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","Mg_ug_mL",0.93
"766",766,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","Mn_ug_mL",0.19
"767",767,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","Na_ug_mL",1.21
"768",768,"PhIr2022-99",25,"July",2022,"12:28","acidic tundra","Mesic",1,40,"2022-07-25","P_ug_mL",0.03
"769",769,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","Al_ug_mL",0.35
"770",770,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","Ca_ug_mL",2.58
"771",771,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","Fe_ug_mL",0.49
"772",772,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","K_ug_mL",0.23
"773",773,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","Mg_ug_mL",0.66
"774",774,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","Mn_ug_mL",0.36
"775",775,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","Na_ug_mL",0.24
"776",776,"PhIr2022-100",25,"July",2022,"12:23","acidic tundra","Mesic",2,10,"2022-07-25","P_ug_mL",0.01
"777",777,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","Al_ug_mL",0.28
"778",778,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","Ca_ug_mL",2.24
"779",779,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","Fe_ug_mL",0.22
"780",780,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","K_ug_mL",0.07
"781",781,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","Mg_ug_mL",0.57
"782",782,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","Mn_ug_mL",0.07
"783",783,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","Na_ug_mL",0.17
"784",784,"PhIr2022-101",25,"July",2022,"13:16","acidic tundra","Hydric",1,0,"2022-07-25","P_ug_mL",0.005
"785",785,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","Al_ug_mL",0.44
"786",786,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","Ca_ug_mL",2.12
"787",787,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","Fe_ug_mL",4.11
"788",788,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","K_ug_mL",0.08
"789",789,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","Mg_ug_mL",0.59
"790",790,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","Mn_ug_mL",0.28
"791",791,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","Na_ug_mL",0.2
"792",792,"PhIr2022-102",25,"July",2022,"13:48","acidic tundra","Hydric",1,10,"2022-07-25","P_ug_mL",0.01
"793",793,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","Al_ug_mL",0.33
"794",794,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","Ca_ug_mL",1.37
"795",795,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","Fe_ug_mL",1.96
"796",796,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","K_ug_mL",0.04
"797",797,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","Mg_ug_mL",0.38
"798",798,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","Mn_ug_mL",0.1
"799",799,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","Na_ug_mL",0.22
"800",800,"PhIr2022-103",25,"July",2022,"13:53","acidic tundra","Hydric",1,20,"2022-07-25","P_ug_mL",0.01
"801",801,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","Al_ug_mL",0.25
"802",802,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","Ca_ug_mL",3.37
"803",803,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","Fe_ug_mL",0.16
"804",804,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","K_ug_mL",0.12
"805",805,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","Mg_ug_mL",0.66
"806",806,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","Mn_ug_mL",0.03
"807",807,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","Na_ug_mL",0.23
"808",808,"PhIr2022-104",25,"July",2022,"13:17","acidic tundra","Hydric",2,0,"2022-07-25","P_ug_mL",0.005
"809",809,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","Al_ug_mL",0.52
"810",810,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","Ca_ug_mL",5.67
"811",811,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","Fe_ug_mL",4.5
"812",812,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","K_ug_mL",0.26
"813",813,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","Mg_ug_mL",1.18
"814",814,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","Mn_ug_mL",0.62
"815",815,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","Na_ug_mL",0.22
"816",816,"PhIr2022-105",25,"July",2022,"13:58","acidic tundra","Hydric",2,10,"2022-07-25","P_ug_mL",0.01
"817",817,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","Al_ug_mL",0.25
"818",818,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","Ca_ug_mL",3.24
"819",819,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","Fe_ug_mL",0.79
"820",820,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","K_ug_mL",0.1
"821",821,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","Mg_ug_mL",0.65
"822",822,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","Mn_ug_mL",1.02
"823",823,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","Na_ug_mL",0.29
"824",824,"PhIr2022-106",25,"July",2022,"14:23","acidic tundra","Hydric",2,20,"2022-07-25","P_ug_mL",0.005
"825",825,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","Al_ug_mL",0.36
"826",826,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","Ca_ug_mL",7.45
"827",827,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","Fe_ug_mL",0.53
"828",828,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","K_ug_mL",0.56
"829",829,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","Mg_ug_mL",1.71
"830",830,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","Mn_ug_mL",2
"831",831,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","Na_ug_mL",0.25
"832",832,"PhIr2022-107",25,"July",2022,"13:35","acidic tundra","Hydric",3,0,"2022-07-25","P_ug_mL",0.01
